"INDICATOR","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","FRA","France","2008","2008",91.5,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","FRA","France","2009","2009",91.2,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","FRA","France","2010","2010",91.6,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","FRA","France","2011","2011",91.3,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","FRA","France","2012","2012",91.1,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","FRA","France","2013","2013",90.7,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","FRA","France","2014","2014",90.5,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","FRA","France","2015","2015",90,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","DEU","Germany","2005","2005",90.8,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","DEU","Germany","2006","2006",90.6,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","DEU","Germany","2007","2007",92.5,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","DEU","Germany","2008","2008",92.2,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","DEU","Germany","2009","2009",92.1,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","DEU","Germany","2010","2010",91.8,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","DEU","Germany","2011","2011",91.6,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","DEU","Germany","2012","2012",91.6,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","DEU","Germany","2013","2013",91.5,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","DEU","Germany","2014","2014",90.9,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","DEU","Germany","2015","2015",90.8,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","HUN","Hungary","2005","2005",95.1,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","HUN","Hungary","2006","2006",94.4,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","HUN","Hungary","2007","2007",93.5,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","HUN","Hungary","2008","2008",93.4,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","HUN","Hungary","2009","2009",92.4,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","HUN","Hungary","2010","2010",92.7,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","HUN","Hungary","2014","2014",88.2,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","HUN","Hungary","2015","2015",90.1,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","ISL","Iceland","2005","2005",100,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","ISL","Iceland","2006","2006",100,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","ISL","Iceland","2007","2007",100,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","ISL","Iceland","2008","2008",100,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","ISL","Iceland","2009","2009",100,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","ISL","Iceland","2012","2012",100,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","ISL","Iceland","2013","2013",100,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","IRL","Ireland","2005","2005",59.7,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","IRL","Ireland","2006","2006",59.7,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","IRL","Ireland","2009","2009",70,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","IRL","Ireland","2010","2010",69.6,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","IRL","Ireland","2011","2011",70,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","IRL","Ireland","2013","2013",69.6,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","IRL","Ireland","2014","2014",76.9,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","IRL","Ireland","2015","2015",74.5,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","ITA","Italy","2005","2005",92.7,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","ITA","Italy","2006","2006",91.6,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","ITA","Italy","2007","2007",90.7,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","ITA","Italy","2008","2008",90,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","ITA","Italy","2009","2009",89.2,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","ITA","Italy","2010","2010",88.6,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","ITA","Italy","2012","2012",88.3,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","ITA","Italy","2013","2013",88.4,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","ITA","Italy","2014","2014",88.4,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","ITA","Italy","2015","2015",89.3,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","LUX","Luxembourg","2008","2008",92.3,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","LUX","Luxembourg","2009","2009",92.3,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","LUX","Luxembourg","2010","2010",92.3,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","LUX","Luxembourg","2011","2011",92.3,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","LUX","Luxembourg","2012","2012",92.9,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","LUX","Luxembourg","2013","2013",92.9,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","MEX","Mexico","2005","2005",53,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","MEX","Mexico","2006","2006",48.2,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","MEX","Mexico","2007","2007",51.5,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","MEX","Mexico","2008","2008",47.7,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","MEX","Mexico","2009","2009",40.8,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","MEX","Mexico","2010","2010",38.3,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","MEX","Mexico","2011","2011",37,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","MEX","Mexico","2012","2012",34.6,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","MEX","Mexico","2013","2013",33.9,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","MEX","Mexico","2014","2014",37,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","MEX","Mexico","2015","2015",35.7,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","NLD","Netherlands","2007","2007",90.9,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","NLD","Netherlands","2008","2008",88.9,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","NLD","Netherlands","2009","2009",93.4,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","NLD","Netherlands","2012","2012",92.5,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","NLD","Netherlands","2013","2013",92.7,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","NLD","Netherlands","2014","2014",86.4,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","NLD","Netherlands","2015","2015",85.9,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","NOR","Norway","2005","2005",96.7,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","NOR","Norway","2006","2006",97.4,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","NOR","Norway","2009","2009",96.7,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","NOR","Norway","2010","2010",96.2,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","NOR","Norway","2011","2011",96,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","NOR","Norway","2012","2012",95.9,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","NOR","Norway","2013","2013",96.5,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","NOR","Norway","2014","2014",96.5,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","NOR","Norway","2015","2015",96.5,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","POL","Poland","2005","2005",93.9,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","POL","Poland","2006","2006",93.3,,
