"INDICATOR","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"20000","Total R&D personnel (FTE) - Total ","JPN","Japan","2003","2003",859453,,
"20000","Total R&D personnel (FTE) - Total ","JPN","Japan","2004","2004",872752,,
"20000","Total R&D personnel (FTE) - Total ","JPN","Japan","2005","2005",896855,,
"20000","Total R&D personnel (FTE) - Total ","JPN","Japan","2006","2006",910375,,
"20000","Total R&D personnel (FTE) - Total ","JPN","Japan","2007","2007",912202,,
"20000","Total R&D personnel (FTE) - Total ","JPN","Japan","2008","2008",882739,,
"20000","Total R&D personnel (FTE) - Total ","JPN","Japan","2009","2009",878418,,
"20000","Total R&D personnel (FTE) - Total ","JPN","Japan","2010","2010",877928,,
"20000","Total R&D personnel (FTE) - Total ","JPN","Japan","2011","2011",869825,,
"20000","Total R&D personnel (FTE) - Total ","JPN","Japan","2012","2012",851132,,
"20000","Total R&D personnel (FTE) - Total ","JPN","Japan","2013","2013",865523,,
"20000","Total R&D personnel (FTE) - Total ","JPN","Japan","2014","2014",895285,,
"20000","Total R&D personnel (FTE) - Total ","JPN","Japan","2015","2015",875005,,
"20000","Total R&D personnel (FTE) - Total ","KOR","Republic of Korea","1996","1996",135703,,
"20000","Total R&D personnel (FTE) - Total ","KOR","Republic of Korea","1997","1997",136559,,
"20000","Total R&D personnel (FTE) - Total ","KOR","Republic of Korea","1998","1998",128669,,
"20000","Total R&D personnel (FTE) - Total ","KOR","Republic of Korea","1999","1999",137874,,
"20000","Total R&D personnel (FTE) - Total ","KOR","Republic of Korea","2000","2000",138077,,
"20000","Total R&D personnel (FTE) - Total ","KOR","Republic of Korea","2001","2001",165715,,
"20000","Total R&D personnel (FTE) - Total ","KOR","Republic of Korea","2002","2002",172270,,
"20000","Total R&D personnel (FTE) - Total ","KOR","Republic of Korea","2003","2003",186215,,
"20000","Total R&D personnel (FTE) - Total ","KOR","Republic of Korea","2004","2004",194054.493,,
"20000","Total R&D personnel (FTE) - Total ","KOR","Republic of Korea","2005","2005",215345.161,,
"20000","Total R&D personnel (FTE) - Total ","KOR","Republic of Korea","2006","2006",237599.476,,
"20000","Total R&D personnel (FTE) - Total ","KOR","Republic of Korea","2007","2007",269409.208,,
"20000","Total R&D personnel (FTE) - Total ","KOR","Republic of Korea","2008","2008",294439.649,,
"20000","Total R&D personnel (FTE) - Total ","KOR","Republic of Korea","2009","2009",309062.722,,
"20000","Total R&D personnel (FTE) - Total ","KOR","Republic of Korea","2010","2010",335228.358,,
"20000","Total R&D personnel (FTE) - Total ","KOR","Republic of Korea","2011","2011",361374.176,,
"20000","Total R&D personnel (FTE) - Total ","KOR","Republic of Korea","2012","2012",395989.993,,
"20000","Total R&D personnel (FTE) - Total ","KOR","Republic of Korea","2013","2013",401443.71,,
"20000","Total R&D personnel (FTE) - Total ","KOR","Republic of Korea","2014","2014",430868.037,,
"20000","Total R&D personnel (FTE) - Total ","KOR","Republic of Korea","2015","2015",442026.653,,
"20000","Total R&D personnel (FTE) - Total ","LUX","Luxembourg","2000","2000",3662.9,,
"20000","Total R&D personnel (FTE) - Total ","LUX","Luxembourg","2003","2003",4010,,
"20000","Total R&D personnel (FTE) - Total ","LUX","Luxembourg","2004","2004",4317.6,,
"20000","Total R&D personnel (FTE) - Total ","LUX","Luxembourg","2005","2005",4391.7,,
"20000","Total R&D personnel (FTE) - Total ","LUX","Luxembourg","2006","2006",4376.5,,
"20000","Total R&D personnel (FTE) - Total ","LUX","Luxembourg","2007","2007",4604.5,,
"20000","Total R&D personnel (FTE) - Total ","LUX","Luxembourg","2008","2008",4651.5,,
"20000","Total R&D personnel (FTE) - Total ","LUX","Luxembourg","2009","2009",4711.1,,
"20000","Total R&D personnel (FTE) - Total ","LUX","Luxembourg","2010","2010",4971.854,,
"20000","Total R&D personnel (FTE) - Total ","LUX","Luxembourg","2011","2011",5190.833,,
"20000","Total R&D personnel (FTE) - Total ","LUX","Luxembourg","2012","2012",4743.258,,
"20000","Total R&D personnel (FTE) - Total ","LUX","Luxembourg","2013","2013",4974.589,,
"20000","Total R&D personnel (FTE) - Total ","LUX","Luxembourg","2014","2014",5242.6,,
"20000","Total R&D personnel (FTE) - Total ","LUX","Luxembourg","2015","2015",5593.4,,
"20000","Total R&D personnel (FTE) - Total ","MEX","Mexico","1996","1996",33919.37,,
"20000","Total R&D personnel (FTE) - Total ","MEX","Mexico","1997","1997",36880,,
"20000","Total R&D personnel (FTE) - Total ","MEX","Mexico","1998","1998",39161,,
"20000","Total R&D personnel (FTE) - Total ","MEX","Mexico","1999","1999",39736,,
"20000","Total R&D personnel (FTE) - Total ","MEX","Mexico","2000","2000",40545,,
"20000","Total R&D personnel (FTE) - Total ","MEX","Mexico","2001","2001",43455,,
"20000","Total R&D personnel (FTE) - Total ","MEX","Mexico","2002","2002",53379,,
"20000","Total R&D personnel (FTE) - Total ","MEX","Mexico","2003","2003",59875,,
"20000","Total R&D personnel (FTE) - Total ","MEX","Mexico","2004","2004",75112,,
"20000","Total R&D personnel (FTE) - Total ","MEX","Mexico","2005","2005",83685,,
"20000","Total R&D personnel (FTE) - Total ","MEX","Mexico","2006","2006",66967,,
"20000","Total R&D personnel (FTE) - Total ","MEX","Mexico","2007","2007",70293,,
"20000","Total R&D personnel (FTE) - Total ","MEX","Mexico","2008","2008",75370,,
"20000","Total R&D personnel (FTE) - Total ","MEX","Mexico","2009","2009",83642,,
"20000","Total R&D personnel (FTE) - Total ","MEX","Mexico","2010","2010",70997.175,,
"20000","Total R&D personnel (FTE) - Total ","MEX","Mexico","2011","2011",73436.135,,
"20000","Total R&D personnel (FTE) - Total ","MEX","Mexico","2012","2012",58849.404,,
"20000","Total R&D personnel (FTE) - Total ","MEX","Mexico","2013","2013",59073.095,,
"20000","Total R&D personnel (FTE) - Total ","NLD","Netherlands","1996","1996",80822,,
"20000","Total R&D personnel (FTE) - Total ","NLD","Netherlands","1997","1997",83969,,
"20000","Total R&D personnel (FTE) - Total ","NLD","Netherlands","1998","1998",85485,,
"20000","Total R&D personnel (FTE) - Total ","NLD","Netherlands","1999","1999",89669,,
"20000","Total R&D personnel (FTE) - Total ","NLD","Netherlands","2000","2000",91313,,
"20000","Total R&D personnel (FTE) - Total ","NLD","Netherlands","2001","2001",92904,,
"20000","Total R&D personnel (FTE) - Total ","NLD","Netherlands","2002","2002",91548,,
"20000","Total R&D personnel (FTE) - Total ","NLD","Netherlands","2003","2003",90147,,
"20000","Total R&D personnel (FTE) - Total ","NLD","Netherlands","2004","2004",95702,,
